Word,POS Tag,Frequency
netizen,JJ,2
nya,JJ,14
awam,NN,1
pemberitahuan,JJ,11
tebo,NN,4
lansir,VBD,1
28022023,CD,1
ig,NN,1
manfaatkan,NN,1
apikasi,JJ,1
seputar,JJ,18
antigenpcr,NN,2
near,IN,1
realtime,NN,1
alvedius,NN,1
rimper,IN,1
jati,NN,1
griya,NN,1
putri,NN,9
a18,NN,1
tebing,VBG,1
jambi,NN,9
37571,CD,1
085279112787,CD,1
portaldotcogmailcom,NN,1
1251,CD,2
maintenance,NN,1
memperluas,NN,4
tercakup,NN,1
perangkatnya,NN,1
persiapkan,JJ,2
kaki,VB,5
5000,CD,1
ditukar,NN,2
vitamin,NN,7
dipersiapkan,NN,2
dioysl,NN,2
batampos,NN,1
terkendali,NN,3
pelabuhan,JJ,20
kkp,FW,3
kelas,NNS,6
batam,VBP,4
“kami,,15
mengetahuinya,NN,1
kemenkes”,,1
epidemiologi,VBP,1
pkse,JJ,1
romer,NN,6
simanungkalit,VBD,1
digenangi,NNS,1
berlubang,VBD,1
jebakan,JJ,1
pengendara,NN,2
didalam,NN,2
“aplikasi,,2
bertambah,NN,6
diperluas”,,1
rudi,NN,1
pesepeda,NN,1
nikmati,NNS,1
ketersediaan,NN,5
“misalnya,,1
tidak”,,2
kampung,VBD,3
seibinti,JJ,1
tanjunguncang,NN,1
“lebih,,1
penggunaanya”,,1
prosesnya,NN,4
menjelaskannya,NN,1
berkompeten,VBP,1
fiska,NN,1
juanda,NN,4
multimedia,FW,1
korporindo,VB,1
pemasangan,JJ,12
082172722127,CD,1
dijamin,NN,5
didukung,NN,12
pisang,NN,2
sale,NN,2
mades,NNS,2
parigi,VBP,2
sulteng,JJ,2
laludikutip,NN,1
besokoleh,NN,1
menguninstall,NN,2
mobilekalaupun,NN,1
kesehatansaat,NN,2
kesehatantenaga,NN,2
berlisensimasyarakat,NN,2
berkonsultasi,NN,3
penggunaaplikasi,NN,2
coivd19,NN,3
dikonsumsidengan,JJ,3
polio,NN,7
pengumpulan,NN,9
poinkemenkes,VBZ,3
wearable,JJ,5
poinpoin,VBP,3
ditukarkan,JJ,4
mobilekemenkes,VBZ,4
kominfopihak,FW,4
digandeng,FW,5
mobileagus,VBZ,4
SatuSehatbentuknya,,4
pedulilindungisementara,NN,5
besok,NN,4
1143,CD,1
pedomanrakyatcom,NN,1
sejuta,VBD,1
umat,JJ,2
deputy,NN,1
transforkestalks,NNS,1
272,CD,1
“kalau,,23
mobile”,,2
sambung,NN,3
berbicara,NN,2
diyakini,NN,1
“mungkin,,1
banyak”,,1
memangkas,NN,1
menjanjikan,VBP,1
registrer,NN,1
suryaloe,NN,1
pedomanrakyat,IN,1
kriminal,JJ,7
37,CD,2
tanggamus,NN,2
pesawaran,VBD,2
lampung,NN,15
wisata,NN,62
kuliner,NN,2
bisnis,NN,9
ilustrasiinstagram,NN,1
pedulilindungiid,NNP,1
radarlampungcoid,NN,2
trasnformasi,NN,1
pantauan,NN,2
prakerja,NN,1
digenggam,JJ,1
penambahan,NN,2
dihapus,NN,2
penjelasannya,NN,3
tertanam,NN,1
disiapkan,JJ,22
kemnakes,NNS,1
advertorial,JJ,2
114dpterverifikasikx2017,CD,1
langganan,VBZ,7
bisnispro,JJ,7
diklaim,NN,2
genggaman,NN,1
april,NN,7
andalan,NN,2
pemantauan,NN,7
melandainya,NNS,1
biro,NN,31
siti,VBP,12
nadia,JJ,38
tarmizi,NN,9
susahsusah,NN,1
berkomitmen,NNS,2
transformasikan,NN,1
temanteman,NN,1
duta,JJ,1
tv,NN,1
—,NNP,3
sebentar,NN,1
officer,NN,1
mentransisi,NN,1
launching,VBG,7
februari”,,1
1722023,CD,1
fokus,NN,5
membocorkan,JJ,1
menukarkan,NN,1
dirancang,NN,1
kardiologi,NN,1
vaksinya,NN,2
contohnya,NN,3
“ibuibu,,2
vaksinnya,JJ,18
anakanak,NN,7
anaknya,NN,3
kuliah,NN,1
udah,JJ,1
aplikasi”,,1
diuninstall,NN,1
penggantian,JJ,2
fungsinyacnbci,NN,1
dipublikasikan,NN,12
ruas,NN,12
ditandai,NN,11
kategori,FW,4
idn,NN,2
1822023,CD,1
kirakira,NN,1
dicabut,NN,1
merekam,NN,2
jejak,NN,3
swab,JJ,6
“rekam,,1
stunting”,,1
SatuSehat”,,1
kendati,NNP,9
pintarnya,NN,1
“kementerian,,1
wearbale,JJ,1
sebagainya”,,1
meresmikan,JJ,1
startup,NN,4
nusantara,NN,4
categories,NNS,1
ds,VBP,3
fintech,NN,1
ecommerce,NN,1
blockhain,VBP,1
funding,VBG,1
founders,NNS,1
gadget,NN,2
hardware,NN,1
esport,JJ,1
trick,VBP,1
entertainment,NN,1
company,NN,2
pedululindungi,NN,2
dna,NN,3
cohort1,NN,3
14,CD,19
february,JJ,1
flipboard,NN,2
copied,VBD,2
berdampingan,JJ,2
pastinya,NN,1
click,NN,1
here,RB,2
reserve,VB,1
spotaplikasi,NN,1
wadah,NN,2
penampung,NN,2
konektivitas,NNS,2
indonesiaingin,JJ,1
SatuSehatmenghubungkan,,1
kesehatandalam,NN,1
valid,JJ,2
SatuSehatmemiliki,,2
sistemaplikasi,NN,1
vaksinasisetelah,NN,1
scanning,VBG,7
keuntungan,NNP,2
kalangandalam,NNP,1
pasiennya,NN,1
pasiennyadalam,NN,1
pemudah,JJ,2
daerahnya,NN,1
mengambil,NN,3
bssnmelalui,NN,1
percaya,NN,4
khawatirsebagai,VBD,1
wujud,JJ,2
kemajuan,JJ,2
kesehatanapabila,NN,1
zaman,NN,2
ponselsama,JJ,1
kesayangan,JJ,2
pembaca,NN,3
digitalartikel,NN,1
ditulis,NN,2
fitriani,JJ,2
alumni,JJ,2
digagas,NN,2
dailysocial,JJ,2
tags,NNS,3
kesehatankemenkesdna,VBD,1
2022satusehat,CD,1
recommended,JJ,1
coverage,NN,1
sign,NN,2
up,RB,1
our,PRP$,2
review,NN,2
order,NN,1
monthly,JJ,2
rp,NN,4
150000,CD,1
payment,NN,3
details,NNS,1
subscribe,VBP,2
clicking,VBG,1
method,NN,1
button,NN,1
you,PRP,7
read,VBN,1
agree,VBP,1
terms,NNS,1
conditions,NNS,1
dailysocialid,JJ,3
forgot,VBD,1
input,JJ,2
sent,VBN,1
thanks,NNS,1
you’ve,,1
been,VBN,1
emailed,VBN,2
create,VB,2
verify,VB,1
if,IN,2
didn’t,,2
receive,VBP,2
an,DT,2
inbox,JJ,2
spam,NN,3
folder,NN,3
weve,VBP,1
temporary,JJ,1
stay,NN,1
connected,VBN,1
with,IN,3
us,PRP,3
get,VB,2
full,JJ,1
features,NNS,1
information,NN,2
can,MD,1
fully,RB,1
open,JJ,2
thank,NN,1
innovation,JJ,1
social,JJ,1
official,JJ,3
provider,NN,2
2008,CD,4
jaringnewscoid,NN,2
praktik,NN,3
mencatut,NN,21
palsu,NN,38
perihal,NN,21
kontrak,NN,3
kerjasama,NN,7
hk798439874000303220221004pl,NN,4
keras,FW,6
arsi,NN,22
bertanda,NN,6
pembuat,NN,5
jaya,NN,10
mars,NNS,5
habie,NN,5
wirachman,JJ,5
hk8730987319873589292022208pl,NN,6
indogas,NN,8
8098hk098xxi,CD,7
yanti,NNP,7
herman,NN,7
tanggapan,NN,8
presentasi,NN,7
menanggapi,NN,3
menjalin,NN,9
bertanggungjawab,NN,10
namanama,NN,9
922023,CD,1
merugikan,NN,12
hatihari,NN,10
bayaranimbalan,NN,10
administrator,NN,3
jaring,VBG,4
mediatama,NN,3
graha,NN,4
metro,NN,10
serang,NN,9
valencia,NN,3
d1,NN,3
banjarsari,NN,3
cipocok,NN,3
banten,RB,7
08129834164,CD,3
087789802858,CD,3
jaringnews22gmailcom,NN,3
uptd,JJ,1
dp3ap2kb,NN,2
tangsel,VBD,25
087882113632,CD,1
kekerasan,VB,2
30,CD,15
ribu,NN,13
patching,VBG,1
beton,NN,1
yapen,VB,1
torehkan,JJ,1
prestasi,NN,3
inovatif,NN,1
satpol,JJ,19
pp,NN,17
patroli,NN,5
pastikan,NN,7
jelang,NN,10
benyamin,NN,31
davnie,NN,26
sahabat,NN,2
setia,NN,2
ben,NN,3
pisan,JJ,2
airin,NN,11
rachmi,NN,11
dianyade,NN,11
sumardi,NN,11
davniepilar,JJ,5
saga,NN,12
ichsan,JJ,12
bang,VBD,1
ajah,NN,1
kampanye,NN,6
pondok,NN,5
aren,IN,4
keberhasilan,NN,2
prioritas,NNS,13
ngider,NN,2
temui,VBZ,2
pendukungnya,NN,2
rela,NN,2
dibonceng,NN,2
sepeda,NN,3
motor,NN,3
lebarkan,NN,1
rawa,NN,1
buntu,NN,1
99,CD,3
srikandi,NN,1
berjuang,NN,1
menangkan,NN,1
tarif,NN,1
tol,NN,2
arenserpong,RB,1
0001,CD,1
apresiasi,VBZ,8
kebersamaan,NN,7
panorama,NN,2
serpong,JJ,4
umkm,JJ,1
terang,NN,5
482,CD,1
titik,NN,8
pju,JJ,1
lepas,NN,2
peserta,NN,8
jawara,NN,1
pelebaran,NN,2
bhayangkara,NN,10
optimis,JJ,3
ciputat,NN,6
tinjau,NN,2
sdn,VBD,1
proyek,NN,1
keindahan,NN,2
usman,JJ,1
kedaung,NN,1
peringati,NN,1
hut,NN,10
ke79,NN,5
antusiasme,NN,2
pawai,NN,2
drainase,NN,1
penataan,NN,1
kabel,NN,1
utilitas,JJ,1
pisangan,JJ,1
peringatan,JJ,15
maulid,NN,1
nabi,NN,1
tekankan,JJ,2
kolaborasi,NN,7
meriah,NN,1
festival,NN,2
rempoa,NN,1
turap,NN,1
banjir,NN,3
pamulang,NN,4
prioritaskan,JJ,1
percepat,NN,2
villa,NN,3
98,CD,2
lansia,JJ,6
saluran,NN,2
bonsai,NN,1
ajang,NN,5
seni,NN,3
jurangmangu,NN,1
dialog,NN,2
perdana,NN,5
sambangi,VBD,6
elang,VBD,1
stq,NN,1
qori,FW,3
qoriah,NN,3
mtq,NN,4
keviii,NN,1
setu,NN,3
ramaikan,NN,1
tpu,JJ,1
sarimulya,NN,1
kademangan,VB,1
akhlak,JJ,1
gelar,JJ,18
sambut,NN,1
kekompakan,NN,2
pdi,NN,2
perjuangan,JJ,2
serukan,JJ,2
kader,NN,2
pemenangan,JJ,2
siapkan,JJ,9
ceria,NN,1
asupan,NN,1
gizi,NN,1
ibnu,NN,1
jandi,NN,1
dugaan,NN,4
netralitas,NNS,3
nurdin,JJ,1
andra,NN,3
soni,NN,1
diduga,JJ,5
netral,JJ,1
bawaslu,NN,1
binaan,NN,20
ikpp,NN,1
trophy,NN,1
proklim,NN,1
reformasi,NN,5
sediakan,NN,2
putra,NN,3
wakil,NN,14
soniachmad,NN,2
dimyati,NN,2
natakusumah,JJ,2
kemenag,NN,9
deklarasikan,NN,2
pesantren,NN,4
ramah,NN,2
kemenperin,NN,2
riset,VBP,2
komersialisasi,NN,2
sawit,NN,5
presiden,NN,12
tegaskan,JJ,3
konflik,NN,1
kapasitas,NNS,21
profesionalitas,NNS,1
sosialkepala,NN,1
mepid,JJ,5
SatuSehattotal,,2
2022dalam,CD,3
indogassurat,NN,5
2023menanggapi,CD,6
palsu“dapat,,7
82,CD,8
“dapat,,1
wamenhan,VBP,1
herindra,NN,1
harapkan,NN,2
tnipolri,NN,6
mindset,NN,1
sikapi,NN,1
alpalhankam,NN,1
hadiri,NN,4
resmikan,JJ,1
terminal,JJ,7
sumut,NN,1
bayarkilat,JJ,1
pengusaha,NN,7
tewas,JJ,2
lobi,JJ,2
apartemen,NNS,3
kelapa,VBP,1
gading,VBG,1
ke24,VBN,1
“banten,,1
maju”,,1
sayembara,NN,1
ke16,VBD,1
hadiah,NN,1
rupiah,NN,1
urut,JJ,1
upacara,JJ,2
kesaktian,JJ,1
pancasila,NN,1
forkopimda,NN,4
marissa,JJ,1
haque,JJ,1
meninggal,NN,3
dimakamkan,NN,1
ba’da,,1
ashar,NN,1
kusir,NN,1
idea,NN,1
diskominfo,JJ,7
privat,NN,1
5g,CD,1
20122024,CD,1
kabartangselcom,NN,1
argya,NN,1
cnbc,NN,6
gencar,NN,1
birokrasi,NN,4
pelayanna,NN,1
mpp,NN,12
pendayagunaan,NN,3
aparatur,NN,10
panrb,NN,3
abdullah,JJ,4
azwar,JJ,1
anas,NNS,3
penutupan,NN,1
asn,JJ,7
culture,NN,1
2512023,CD,1
concern,NN,1
murah,NN,4
menyambungkan,NN,2
bobotnya,NN,1
situ,NN,2
dukcapil,NN,11
menargetkan,JJ,2
kependudukan,JJ,40
banyuwangi,NNS,1
insya,JJ,3
mimpi,NN,1
penggunaannya,NN,1
dihubungan,JJ,1
familiar,JJ,1
beresin,NN,1
selesaikan,JJ,2
koneksikan,NN,1
gambaran,NN,1
berulangulang,NN,1
lihat,WP,6
tuangkan,NN,1
rinci,NN,4
kemarin,NN,5
berulangberulang,NN,1
ngisinya,RB,1
eservices,NNS,1
nikktp,JJ,1
dimanapun,VBP,2
arum,JJ,1
rifda,NNS,1
315,CD,1
dibatasi,NN,7
lockdown,JJ,2
mengharuskan,NN,2
merajalela,NN,1
diatasi,NN,2
penangan,NN,1
pergi,NN,1
grameds,NNS,25
negerikukemenkes,VBZ,1
instansi,NN,21
menghentikan,NN,9
coronavirus,NN,5
disease,NN,13
partisipasi,NN,11
membagikan,NN,8
lokasinya,NN,8
penelusuran,NN,10
penderita,NN,10
keramaian,JJ,25
zona,NN,18
terdata,NN,11
berhatihati,NN,1
memperketat,NN,4
prokes,NNS,20
mengaktifkan,NN,3
zonasi,NN,1
persebaran,NN,1
dipilih,NN,4
tracer,NN,1
teledokter,NN,4
belajar,NN,4
sains,VBZ,2
membosankan,JJ,1
menyenangkan,JJ,1
table,NN,1
contents,NNS,1
dikumpulkan,NN,1
kalbar,NN,1
menyetujui,JJ,2
mendaftarkan,NN,5
kompascom,NNP,5
menunjukan,NN,2
antri,NN,2
bermutasi,NN,1
varianvarian,JJ,1
terbarunya,NN,2
xbb,NNP,1
dosisi,NN,1
penguat,NN,2
via,IN,13
berbunyi,JJ,1
jadwal,NN,11
diinformasi,NN,1
berkala,NN,3
berharihari,JJ,1
menutup,NN,2
pekan,JJ,7
mengadakan,JJ,1
on,IN,4
spot,NN,2
didownload,NN,3
satgas,VBZ,20
termuat,NN,4
710,CD,3
extension,NN,1
buku,NN,2
gramedia,NN,5
sahabattanpabatas,NNS,1
gramediacom,VBP,1
keperluan,JJ,9
bukubuku,NN,1
berkualitas,VBD,3
original,JJ,1
lebihdenganmembaca,NN,1
khansa,VBD,1
httpskatadatacoidintanberita620a617f1dba2caradaftarPeduliLindungidenganmudahdancepat,,1
httpsteknokompascomread2022021914000047caradaftarvaksinonlinelewataplikasidansitusPeduliLindungi,,1
httpswwwcnnindonesiacomteknologi20220721165640190824505caradaftarvaksincovid19onlinediPeduliLindungi,,1
pemikiran,NN,1
tulisan,JJ,9
verbal,JJ,1
sukai,NN,1
kpop,NN,1
musik,NN,1
sedih,NN,1
mendayudayu,NN,1
adila,JJ,6
we,PRP,1
deliver,VB,1
experience,NN,2
reading,NN,1
any,DT,1
updates,VBZ,2
recommendation,NN,1
nonfiction,NN,1
books,NNS,1
inside,IN,1
blog,NN,1
bacajadilebihmudah,NN,1
indonesiabaikid,NN,9
keterbatasan,JJ,3
memori,JJ,2
dominan,NN,2
sajian,JJ,4
kajian,JJ,4
harinya,NN,4
2017,CD,5
st,NN,1
msi,NN,5
ponsel”,,1
kemudahan,NN,9
performa,NN,1
memperpanjang,NN,1
mitra,NN,10
shopee,NN,3
alternatif,NN,2
variasi,NN,1
offline,JJ,3
checkin”,,1
“nanti,,14
disiarkan,NN,6
halo,NN,6
d2ni,NN,1
berbagi,NN,10
ringan,JJ,7
infoinfo,NN,6
tokopedia,NN,2
aplikasiaplikasi,JJ,2
2692022,CD,1
traveloka,NN,1
mencoba,NN,3
respon,NN,4
enggan,JJ,2
instal,JJ,3
ponselnya,NN,1
kebanyakan,NN,5
seharihari,NN,3
halaman,NN,5
keberhasilannya,NN,1
penanggulangan,JJ,12
krisis,NN,1
predikat,VBD,2
best,JJS,1
government,NN,2
collaboration,NN,1
pandemic,JJ,1
solution,NN,2
brand,NN,1
forum,NN,2
ibf,NN,4
mengangkat,NN,1
topik,NN,1
‘brand,,1
collab,NN,1
champion,NN,1
winning,VBG,1
thru,JJ,1
coopetition,NN,1
competition’,,1
pemenang,NN,1
special,JJ,2
diraih,NN,2
merek,NN,2
kolaborator,NN,1
sukses,VBZ,1
dikurasi,VBP,1
“ucapan,,1
bersedia,NN,1
berkolaborasi,NN,3
pandemi”,,2
2009,CD,1
identifikasi,NN,2
“sejak,,2
tren,NNS,1
menurunnya,FW,2
dipungkiri,NN,1
“tentunya,,1
jembatan,NN,3
‘gdi,,1
best’,,1
good,JJ,4
design,NN,2
gdi,NN,1
perdagangan,NN,8
mewakili,NN,2
gmark,NN,1
ke66,NN,1
disusul,NN,1
kipp,NN,5
terpilih,NN,3
berkompetisi,NN,1
oecd,IN,1
summit,NN,1
ni,NN,4
bahasa,NN,38
memaksimalkan,NN,4
ktt,NN,12
g20,NN,13
dante,NN,4
saksono,FW,2
harbuwono,NN,2
tamu,NN,20
presidensi,NN,2
berstandar,NN,3
maksimal,NN,13
ditambah,NN,2
wamenkes,NNS,2
308,CD,2
anies,NNS,1
tanggulangi,NN,1
lahan,NN,1
sampah,NN,6
berproses,NNS,3
inggris,JJ,4
china,NN,5
prancis,NN,2
rusia,NN,3
korea,NN,2
spanyol,NN,4
portugis,NN,2
jerman,NN,2
italia,NN,5
turki,NN,2
delegasi,NN,16
diharuskan,JJ,4
“para,,2
insurance,NN,2
covid19”,,16
ktanya,NN,2
suhu,NN,19
gejala,NN,2
vvip,NN,2
1×24,CD,3
venue,NN,6
375,CD,2
derajat,NN,2
celcius,NN,2
pulang,NN,2
mendirikan,VBP,2
mini,JJ,6
icu,NN,6
disiagakan,NN,6
spesialis,NN,8
konsultan,NN,2
anestesi,VBP,2
perawat,NN,4
terlatih,NN,2
kegawatdaruratanuntuk,NN,1
unit,NN,12
ambulans,NNS,4
advance,RB,2
high,JJ,2
roof,NN,2
long,JJ,2
chasis,NN,2
tas,NNS,11
gawat,VBP,2
ventilator,NN,2
bedside,NN,2
defibrilatoraed,JJ,2
syringe,NN,2
pump,NN,4
infus,NN,2
oksigen,NN,2
tabung,NN,2
widodo,NN,5
menyiagakan,VBP,2
rsup,NN,4
n,JJ,4
ngoerah,JJ,2
sanglah,NN,2
mandara,NN,2
udayana,JJ,4
siloam,NN,2
bimc,NN,2
nusa,JJ,2
tk,NN,3
command,NN,2
kegawatdaruratan,NN,1
wdi,NN,1
2007,CD,2
okezonecom,IN,1
terpuji,NN,3
kemenpanrb,NN,3
diumumkan,NN,4
youtube,NN,1
287,CD,1
tahunan,NN,1
tumbuhnya,NN,1
lingkup,NN,2
lembaga,NN,15
bersaing,NN,1
mengerucut,VBD,1
posisi,JJ,2
penjurian,JJ,1
wawancara,NN,1
menempati,NN,1
pencapaian,JJ,4
kepercayaan,NN,3
menginisiasi,NN,2
pembuktian,JJ,1
optimal,JJ,5
teknologi”,,1
pimpinan,NNS,3
trqnsformation,NN,1
menerus,NN,1
“hingga,,1
app”,,1
transparan,NN,1
d2,NN,1
drg,NN,4
widyawati,NN,5
mkm,NN,5
probolinggo,NN,4
pecinta,VBP,2
jazz,NN,4
gunung,NN,6
memakai,NN,5
pertunjukan,NN,1
artis,NN,1
222372022,CD,1
vakum,NN,2
gelaran,NN,1
melandai,NN,1
awak,IN,4
sat,VBD,6
amfiteater,NN,1
jaz,NN,1
fotosri,NN,1
hartinitimes,NNS,2
amfitiater,RB,1
resort,NN,2
sukapura,NN,1
penonton,NN,4
masker,NN,11
sri,NN,2
berjaga,NN,3
oblo,NN,1
wartawan,NN,16
mamasuki,NN,1
pembawa,NN,1
kenyamanan,VB,4
aljazziyah,NN,1
dilarang,NN,4
15633,CD,1
kadaluarsa,NN,4
kadinkes,NNS,1
sukmayadi,NN,1
menghadiri,NN,2
pemusnahan,NN,1
barang,NN,3
sitaan,NN,1
kejari,NNP,1
penyuntikan,JJ,2
jangka,NN,2
bersangkutan,NN,9
sitem,NN,1
2072022,CD,1
tertera,NN,5
didaftarkan,NN,3
capaiannya,NN,1
menyadari,NN,4
reaksi,NN,2
disuntik,NN,3
kalinya,VBD,1
paparnya,NN,3
satujuang,VBD,3
perbesar,NN,2
minyak,NN,24
goreng,NN,16
minyakita,VBD,6
liter,NN,3
bengkulu,NN,9
kemasan,JJ,2
merk,NN,2
perindustrian,JJ,2
perindag,NN,1
yennita,RB,6
syaiful,JJ,1
dinikmati,NN,1
seharrga,NN,1
menjangkau,NN,2
produsen,NN,1
distributornya,NN,1
distributor,NN,2
menyalurkan,JJ,1
pengecer,NN,2
dijual,JJ,1
“di,,4
menjual,JJ,2
het,NN,1
ketahuan”,,1
kalangan,NNP,3
sembarangan,JJ,1
tergantung,NN,1
tunjukkan,NN,5
barcodenya”,,10
pedagang,NN,15
menyambut,NN,9
2304,CD,1
1345,CD,1
reformasiaktualcomkota,NN,1
makassar,NN,4
sulsel,NN,2
memutus,NN,7
mata,NN,5
rantai,NN,6
camat,NN,8
nona,JJ,1
no1,JJ,1
17022022,CD,1
makassarhakbar,NN,1
yusuf,NN,3
“penyebaran,,1
omicron,NN,8
penyebarannya,NN,4
anggap,NN,1
memasang,NN,12
terpantau,NN,6
membatasi,NN,2
ruangan,VBP,1
diatur”ungkap,,1
hakbar,NN,1
pelacak,NN,1
komite,FW,1
pemulihan,NN,8
bumn,NN,3
zul,NN,1
more,RBR,12
available,JJ,4
pages,NNS,4
load,VB,4
view,NN,4
tugubandungid,IN,2
·,NN,2
2323,CD,1
edi,VBD,2
pembeli,NN,4
sigurih,NN,1
kosambi,NN,1
konsumen,NNS,4
ade,VBD,1
bayu,JJ,1
indratugu,NN,1
ridwan,NN,4
kamil,NN,3
curah,NN,5
“yang,,8
arahan”,,1
2862022,CD,2
menguasai,NN,1
penjualan,NN,6
“maka,,1
latihlah,NN,1
kebijakankebijakan,JJ,1
laksanakan,VBZ,1
evaluasi”,,1
kang,NN,2
emil,VBP,2
sapaan,NN,1
akrab,NN,2
mgcr,NN,1
disinkronisasi,NN,1
pemirsa,NN,3
budiman,NN,3
digulirkan,NN,1
pemda,NN,7
jabar,NN,2
aprll,NN,1
pemesanan,NN,4
sapawarga,NN,1
ibuibu,NN,1
dimanamana,NN,1
“sebelumnya,,1
kiita,NN,1
rw,NN,13
sinkronisasi”,,1
nada,JJ,1
1823,CD,1
0753,CD,1
0607,CD,1
2229,CD,1
0947,CD,1
0605,CD,1
tugubandungidall,NN,2
infosumbarnet,NN,1
lubuk,NN,1
buaya,NN,1
keluhkan,VBD,1
disebabkan,NN,12
merepotkan,NN,1
transaksi,NN,12
amin,VBD,3
bergantiganti,NN,1
tanda,VBD,6
pengenal,JJ,1
“beberapa,,2
memperlama,NN,1
transaksi”,,1
berbelanja,NN,2
koneksi,FW,3
stabil,NN,2
disamping,VBG,1
tradisional,JJ,6
resiko,NN,2
berharga,JJ,2
“sebagai,,1
mengkaji,NN,1
pasarpasar,NN,1
dipikirkan,NN,3
lapangan”,,1
ism02,NN,1
diterbitkan,NN,4
infosumbar,NN,2
kreasi,NN,3
2010,CD,2
struktur,NN,3
akip,NN,1
lembar,NN,1
perwakilan,NN,5
2018,CD,2
memperbaiki,NN,4
pola,NN,1
penyaluran,NN,1
distribusi,NN,1
koordinator,NN,4
kemaritiman,NN,1
luhut,NN,2
pandjaitan,NN,1
beralasan,NN,1
kelangkaan,NN,1
“tracking,,1
menko,NN,1
matching,VBG,1
1062022,CD,1
imigrasi,JJ,2
simirah,VBD,1
atrium,NN,1
1312022,CD,1
400,CD,1
terdokumentasi,JJ,1
menghambat,RBS,1
diputuskan,NN,1
antaraplikasi,VBP,1
dipetakan,NN,1
dimanfaatkan,NN,4
memprediksi,NN,1
pelaporan,NN,3
memeriksakan,NN,1
disabilitas,NN,2
eladies,NNS,2
tugu,JJ,4
koja,NN,6
1482019,CD,1
mengkonsumsi,JJ,1
pengantaran,JJ,1
berinisiatif,NN,1
menjembatani,NN,1
dihubungi,NN,2
2152022,CD,1
spesifikasi,NN,1
terstandar,NN,1
”integrasi,,1
menyesuaikan,NN,6
dibangun,JJ,6
menstandarkan,NN,3
kodekode,NN,2
obatobatan,NN,1
mudah”,,1
garis,VBP,1
hl7,NN,2
fhir,JJ,2
apllication,NN,1
programming,VBG,1
interface,NN,2
malaysia,NN,1
australia,IN,1
amerika,JJ,2
who,WP,5
antarfasilitas,NNS,1
penyelamatan,NN,1
nyawa,JJ,1
sepakati,NN,1
detail,NN,4
runtut,NN,1
”hal,,1
cepat”,,1
partner,NN,1
systems,NNS,1
disematkan,NN,1
”untuk,,1
biometrik,NN,1
secure,NN,1
identifier,NN,1
face,NN,1
recognition,NN,1
mengkases,VBZ,1
radin,NN,1
inten,JJ,1
16122021,CD,1
sim,VBP,18
contoh,NN,3
pendataan,NN,2
indonesiaku,VBZ,1
asik,NN,1
cerah,NN,1
dirilis,NN,3
”kami,,2
daerah”,,1
pengembanan,NN,1
ditargetkan,NN,1
8000,CD,1
infografik,NN,5
penginputan,JJ,2
luring,VBG,1
mengakomodir,VBP,2
sinkronisasi,VBD,3
tergabung,NN,1
sama”,,1
diusung,NN,1
diterbitkannya,JJ,1
payung,NN,1
berkeliaran,NN,4
menulari,NN,1
90,CD,1
airport,NN,1
perkantoran,NN,7
hitam,NN,11
ditangani,VBZ,1
20212022,CD,1
3733067,CD,1
538659,CD,1
domestik,NN,2
tertutup,NN,1
“PeduliLindungi,,1
berkontribusi,NN,2
rendahnya,NN,1
tetangga,NN,3
maju,NN,1
gelombang,NN,6
delta,NN,2
omicron”,,1
1504,CD,1
“tuduhan,,1
melanggar,NN,4
asasi,NN,1
ham,NN,2
mendasar,NN,2
marilah,NN,1
seksama,NN,2
asli,VBD,2
department,NN,1
menuduh,NNS,1
memohon,NN,1
memelintir,NN,1
seolaholah,NN,1
menyimpulkan,JJ,1
pelanggaran”,,1
penerbitan,NN,4
dompet,NN,1
lintas,NNS,3
tatanan,NN,1
kehidupan,VBD,5
prinsipprinsip,NN,1
tunduk,JJ,1
kesepakatan,NN,1
joint,JJ,1
statement,NN,1
protection,NN,1
response,NN,5
beroperasi,NN,6
kerangka,NN,1
ownership,NN,1
stewardship,JJ,1
consent,NN,1
layer,NN,1
perekaman,NN,1
geolokasi,NN,1
penghapusan,JJ,2
history,NN,1
merespon,NN,2
dinamis,NN,2
laik,NN,1
pengamanan,JJ,11
berlapis,NN,1
terenkripsi,NNS,5
rangkaian,JJ,1
legalitas,NNS,2
penempatan,NN,1
andal,JJ,1
terpercaya,NN,2
bertanggung,NN,4
pengaduan,NN,28
apr,NN,2
0800,CD,2
surel,NN,1
PeduliLindungikemkesgoid,,1
perluasan,JJ,2
“tidak,,2
ipakai,NN,1
pe,NN,1
respons,NNS,9
imbuh,NN,2
“dengan,,1
sijejak,NN,5
“fitur,,1
terkonfirmasi,JJ,7
1032022,CD,1
sinyal,NN,1
bluetooth,DT,2
meter,NN,2
menyimpannya,NN,2
mengunggah,NN,1
terunggah,NN,1
imbauan,JJ,3
implementasinya,NN,1
“selain,,3
anonim,RB,1
identitas,NNS,4
disebar,NN,1
4116,CD,1
60,CD,4
marshmallow,JJ,1
padongko,NN,3
barru,NN,3
kab,NN,2
jamaruddin,NN,2
kasi,NN,14
phu,NN,6
muh,NN,1
basri,NN,1
hude,NN,1
operator,NN,3
siskohat,WP,8
maskur,VBZ,2
komputerisasi,VBP,3
jumâ€™at,NN,1
pagi,NN,1
sekabupaten,VBD,1
sinkronnya,NN,1
tercantum,NN,3
cadangan,NN,1
pemeriksaannya,NN,1
